"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100002023161,239,1977,1987,0,0,0,NA,NA,NA,2,10,41,62,98,67,6,11,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012629211,239,1987,1994,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,9,16,15,26,27,NA,NA,NA,NA,NA,NA
100016214389,239,1984,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7,1,6,3,4,10,13,8,NA,NA,NA,NA,NA,NA,NA
100007635241,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
100011444666,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,5,7,12,7,18,1,9,13,12,4
100010408023,239,1977,1990,0,0,0,0,NA,NA,14,25,59,78,123,46,58,58,71,46,86,45,37,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010362056,239,1977,1980,0,0,NA,NA,NA,NA,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020739175,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
100000319286,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,NA,NA,NA
100008758431,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
100013628921,239,1980,1983,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011862102,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100007821655,239,1977,1990,0,0,0,0,NA,NA,13,24,52,15,26,13,5,11,16,14,10,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019664202,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020231349,239,1977,1980,0,0,NA,NA,NA,NA,5,11,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009750934,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,16,1,9,13,2,5
100016516774,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,5,13,25,45,16
100001768513,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,8,NA,NA,NA,NA,NA
100005609570,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,13,13,27,58,2,4
100011886047,239,1978,1988,NA,0,0,0,NA,NA,NA,10,9,27,21,26,14,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016997268,239,1986,1995,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,4,2,7,14,9,5,2,2,NA,NA,NA,NA,NA
100012068957,239,1977,1980,0,0,NA,NA,NA,NA,4,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017031354,239,1977,1981,0,0,NA,NA,NA,NA,5,11,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014782854,239,1998,1999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA
100005717130,239,1977,1985,0,0,0,NA,NA,NA,8,7,26,41,103,4,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013813969,239,1977,1979,1,1,NA,NA,NA,NA,4,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001826389,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7
100004247361,239,1977,1978,0,0,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014640291,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100015434470,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,13,7,1,4,4
100018449165,239,1982,1995,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,13,7,2,22,15,1,4,3,14,5,16,3,3,1,NA,NA,NA,NA,NA
100002611408,239,1977,1995,0,0,0,0,0,NA,15,64,26,12,4,29,54,32,42,38,8,12,5,4,2,6,4,2,4,NA,NA,NA,NA,NA
100015950236,239,1977,1977,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001917339,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,5,9,16,7,13,25
100005051451,239,1977,1989,0,0,0,0,NA,NA,11,44,2,19,16,15,20,27,13,13,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005250222,239,1977,1990,0,0,0,0,NA,NA,14,21,4,5,10,3,7,22,58,16,31,39,24,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014450221,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,9,7,5
100006967199,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,5,6
100015172336,239,1977,1989,0,0,0,0,NA,NA,8,40,72,73,56,4,13,21,10,17,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005801321,239,1986,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020738379,239,1977,1985,0,0,0,NA,NA,NA,4,11,8,19,41,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000829920,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,36,12,20,36,6,10,1,9,23,26,24
100011796717,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,9,10
100008778509,239,1977,1984,0,0,0,NA,NA,NA,5,9,25,38,27,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015994210,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002732395,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA,NA,NA,NA
100012096074,239,1986,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004020513,239,1977,1987,0,0,0,NA,NA,NA,10,15,40,46,13,12,3,10,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006708136,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,1,4,16,6
100008212902,239,1991,1994,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,2,NA,NA,NA,NA,NA,NA
100017969375,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
100020059790,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100003810931,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,17,32,37,89,55,35,11,22,26,27,7,9,13,7,11,8,3
100017184679,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,2,NA,NA,NA,NA,NA,NA
100013457918,239,1977,1993,1,0,0,0,0,NA,16,15,54,40,4,11,20,13,6,9,8,17,2,5,17,14,17,NA,NA,NA,NA,NA,NA,NA
100012029268,239,1986,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015564381,239,1978,1979,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013024761,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,17,13,14
100010777764,239,1977,1980,1,1,NA,NA,NA,NA,2,6,12,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018050032,239,1992,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,3,2,0,NA,NA,NA
100016078535,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020239798,239,1979,1983,NA,0,0,NA,NA,NA,NA,NA,5,13,22,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020910406,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100003564029,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100012808946,239,1989,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,7,3,3,NA,NA,NA,NA,NA,NA
100006177261,239,1980,1988,NA,0,0,0,NA,NA,NA,NA,NA,1,2,14,15,21,12,18,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000314361,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
100013683707,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005641401,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005178844,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004014078,239,1983,1994,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,16,13,19,47,23,15,25,69,105,116,40,NA,NA,NA,NA,NA,NA
100003953965,239,1987,1996,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,28,15,24,42,21,22,29,68,107,NA,NA,NA,NA
100004889605,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100002403947,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2
100008639344,239,1977,1987,0,0,0,NA,NA,NA,1,1,22,41,86,60,26,9,13,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006117277,239,1988,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,24,32,4,8,10,11,NA,NA,NA,NA,NA
100007437943,239,1980,1983,NA,0,0,NA,NA,NA,NA,NA,NA,1,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015673886,239,1981,2000,NA,0,0,0,0,0,NA,NA,NA,NA,0,52,33,23,14,31,18,7,25,47,3,8,2,10,9,13,23,10,1,2
100009240048,239,1977,1986,0,0,0,NA,NA,NA,9,8,26,5,16,30,36,10,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009952606,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,2,4,3
100001279147,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003471501,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,12,15,7,7,7,9
100013242488,239,1987,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007929028,239,1977,1982,0,0,NA,NA,NA,NA,6,8,18,19,39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019271000,239,1988,1994,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,15,22,37,31,8,NA,NA,NA,NA,NA,NA
100018120541,239,1977,2000,0,0,0,0,0,0,20,15,8,10,3,55,52,70,155,44,47,35,3,3,21,46,28,37,43,31,36,37,60,61
100002945168,239,1977,1995,0,0,0,0,0,NA,16,11,55,86,62,6,12,3,15,46,25,5,10,9,23,26,38,5,7,NA,NA,NA,NA,NA
100018694531,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA
100017501332,239,1992,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,10,4,1,3,NA,NA,NA
100002603282,239,1977,1978,0,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001720042,239,1977,1987,1,1,1,NA,NA,NA,1,8,15,45,42,57,62,107,131,125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012887028,239,1977,1983,0,0,0,NA,NA,NA,3,7,21,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016907468,239,1993,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,8,NA,NA,NA
100014362560,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015894527,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,19,8,7,7
100014709977,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
100012929455,239,1985,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011883996,239,1987,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,18,13,1,6,16,7,14,8,20,19,2,5
100020591325,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,12,2,2,7,13,23
100007787922,239,1980,1991,NA,0,0,0,NA,NA,NA,NA,NA,0,1,17,19,11,19,20,20,25,11,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012675136,239,1982,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012056895,239,1977,1985,0,0,0,NA,NA,NA,5,11,30,35,27,12,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015535609,239,1981,1992,NA,0,0,0,NA,NA,NA,NA,NA,NA,8,3,9,15,22,34,61,37,16,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA
100007914732,239,1990,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,1,2,3,5,NA,NA,NA
100012108939,239,1992,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,4,5,NA,NA,NA
100015516475,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
100011568942,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,4
100001705483,239,1985,1997,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,23,6,7,18,50,29,27,8,3,8,20,NA,NA,NA
100007972757,239,1986,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003089207,239,1980,1981,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015005836,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100000169533,239,1980,1995,NA,0,0,0,0,NA,NA,NA,NA,0,1,24,5,9,42,63,33,42,37,24,8,10,21,9,2,NA,NA,NA,NA,NA
100016373981,239,1977,1998,1,1,1,1,1,1,17,31,63,209,28,62,100,98,37,40,12,31,31,60,102,129,119,4,10,24,3,0,NA,NA
100014753635,239,1981,1991,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,11,3,17,50,3,13,11,11,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014133764,239,1988,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,13,6,6,4,9,6,1,0,NA,NA,NA
100005562846,239,1986,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,3,7,11,16,3,5,NA,NA,NA,NA,NA,NA,NA
100015577507,239,1977,1985,0,0,0,NA,NA,NA,1,3,8,17,45,33,14,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005593610,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,NA,NA,NA,NA,NA,NA
100011954712,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100001918673,239,1985,1997,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,32,7,1,15,6,7,4,3,2,3,4,NA,NA,NA
100005969310,239,1993,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,1,5,2,NA,NA
100014934551,239,1977,1980,0,0,NA,NA,NA,NA,1,7,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002889277,239,1977,1978,0,0,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020663228,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,13,16,59,60
100019690048,239,1987,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002504455,239,1978,1980,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016005288,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,NA,NA,NA,NA,NA,NA
100015688987,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006935581,239,1977,1979,0,1,NA,NA,NA,NA,2,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013414490,239,1997,2000,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3
100020387436,239,1977,1987,0,0,0,NA,NA,NA,11,8,28,43,4,21,36,79,67,136,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015225675,239,1985,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,3,1,6,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003720333,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
100004975516,239,1990,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,59,65,11,13,7,4,14,6,11,21
100007989470,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,2,0,1
100004501966,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002748206,239,1977,1979,0,0,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010919435,239,1988,1989,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014045270,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019874458,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100015634316,239,1991,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,3,7,NA,NA,NA,NA
100010901227,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
100009749798,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA
100011793972,239,1977,1988,0,0,0,0,NA,NA,11,5,1,14,24,16,16,10,9,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011929359,239,1978,1988,NA,0,0,0,NA,NA,NA,0,22,6,5,8,7,4,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005118257,239,1996,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,7,NA
