"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002"
100019152538,829,1988,1996,NA,NA,NA,0,0,NA
100015548904,829,1994,1997,NA,NA,NA,NA,0,NA
100003151191,829,1997,1998,NA,NA,NA,NA,0,0
100012715847,829,1977,2000,1,1,1,1,1,1
100012387210,829,1998,2000,NA,NA,NA,NA,NA,0
100002765530,829,1991,2000,NA,NA,NA,1,1,0
100006679934,829,1998,1999,NA,NA,NA,NA,NA,0
100006522341,829,1983,1991,NA,NA,0,0,NA,NA
100012561090,829,1977,2000,0,0,0,0,0,0
100018069114,829,1977,1978,0,0,NA,NA,NA,NA
100019070969,829,1992,2000,NA,NA,NA,0,0,0
100007512053,829,1987,1996,NA,NA,0,0,0,NA
100020222889,829,1985,2000,NA,NA,0,0,0,0
100003666985,829,1977,1995,0,0,0,0,0,NA
100013899543,829,2000,2000,NA,NA,NA,NA,NA,0
100020153457,829,1997,2000,NA,NA,NA,NA,0,0
100010337781,829,1989,1992,NA,NA,NA,0,NA,NA
100003798412,829,1977,1986,0,0,0,NA,NA,NA
100010862905,829,1977,2000,0,0,0,0,0,0
100020110051,829,1997,2000,NA,NA,NA,NA,0,0
100018951836,829,1977,2000,0,0,0,0,0,0
100007797644,829,1985,1998,NA,NA,0,0,0,0
100005547178,829,1995,1999,NA,NA,NA,NA,0,0
100006828540,829,1993,1997,NA,NA,NA,NA,0,NA
100014389496,829,1992,2000,NA,NA,NA,0,0,0
100000934881,829,1987,1996,NA,NA,0,0,0,NA
100005138335,829,1993,1999,NA,NA,NA,NA,0,0
100011452828,829,1993,2000,NA,NA,NA,NA,0,0
100020413941,829,1994,2000,NA,NA,NA,NA,0,0
100010414055,829,1977,1985,0,0,0,NA,NA,NA
100001503840,829,1977,1982,0,0,NA,NA,NA,NA
100013409062,829,1977,2000,1,1,1,1,0,0
100017084471,829,1982,1986,NA,0,0,NA,NA,NA
100020118832,829,1998,2000,NA,NA,NA,NA,NA,0
100009445273,829,1989,2000,NA,NA,NA,0,0,0
100001918463,829,1998,1999,NA,NA,NA,NA,NA,0
100020455168,829,1998,2000,NA,NA,NA,NA,NA,0
100020713283,829,1996,2000,NA,NA,NA,NA,0,0
100011228329,829,1988,1992,NA,NA,NA,0,NA,NA
100011481475,829,1977,1978,0,0,NA,NA,NA,NA
100009846559,829,1977,2000,0,0,0,0,0,0
100005959344,829,1977,2000,1,0,0,0,0,0
100010028100,829,1977,2000,0,0,0,0,0,0
100007362698,829,1977,2000,0,0,0,0,0,0
100006900815,829,1985,2000,NA,NA,1,1,1,1
100009448025,829,1983,1987,NA,NA,0,NA,NA,NA
100019972080,829,1977,2000,1,1,1,1,1,1
100005930761,829,1989,2000,NA,NA,NA,0,0,0
100002177080,829,1977,2000,0,0,0,0,0,0
100007040644,829,1994,2000,NA,NA,NA,NA,0,0
100017840743,829,1983,1986,NA,NA,0,NA,NA,NA
100001073494,829,2000,2000,NA,NA,NA,NA,NA,0
100019502520,829,1998,2000,NA,NA,NA,NA,NA,0
100015019504,829,1994,1996,NA,NA,NA,NA,0,NA
100008724310,829,1977,2000,0,0,0,0,0,0
100001206200,829,1995,1996,NA,NA,NA,NA,0,NA
100015750346,829,1992,1993,NA,NA,NA,0,0,NA
100004390549,829,1977,2000,1,1,1,1,1,1
100011030172,829,1985,1989,NA,NA,0,0,NA,NA
100001952587,829,1991,1994,NA,NA,NA,0,0,NA
100009437488,829,1992,2000,NA,NA,NA,0,0,0
100016076179,829,1979,1984,NA,0,0,NA,NA,NA
100021053662,829,1981,2000,NA,0,0,0,0,0
100020121184,829,1977,2000,1,1,1,1,1,0
100019524876,829,1989,2000,NA,NA,NA,0,0,0
100019715085,829,1986,1989,NA,NA,0,0,NA,NA
100001430434,829,1992,2000,NA,NA,NA,0,0,0
100020059383,829,1977,1985,0,1,1,NA,NA,NA
100007627823,829,1977,1982,0,0,NA,NA,NA,NA
100011293936,829,1998,2000,NA,NA,NA,NA,NA,0
100015508752,829,1997,2000,NA,NA,NA,NA,0,0
100015016680,829,1982,2000,NA,0,0,0,1,1
100014353210,829,1986,1989,NA,NA,0,0,NA,NA
100011747711,829,1999,2000,NA,NA,NA,NA,NA,0
100004565388,829,1977,2000,1,1,1,1,1,0
100000904547,829,1981,2000,NA,0,0,0,0,0
100012304592,829,1990,1996,NA,NA,NA,0,0,NA
100003112164,829,1981,2000,NA,0,0,0,0,0
100004182863,829,1977,1977,1,NA,NA,NA,NA,NA
100001522112,829,1985,2000,NA,NA,0,0,0,0
100006339685,829,1992,2000,NA,NA,NA,0,0,0
100017895661,829,1995,2000,NA,NA,NA,NA,0,0
100012301831,829,1979,1981,NA,0,NA,NA,NA,NA
100006330137,829,1998,2000,NA,NA,NA,NA,NA,0
100020133096,829,1985,1997,NA,NA,0,0,0,NA
100010857397,829,1977,1995,0,0,0,0,0,NA
100019608240,829,1987,2000,NA,NA,1,1,1,1
100002581232,829,1998,2000,NA,NA,NA,NA,NA,0
100010412982,829,1982,1984,NA,0,0,NA,NA,NA
100001668956,829,1989,2000,NA,NA,NA,0,0,0
100013553505,829,1977,2000,0,0,0,0,0,0
100006548100,829,1990,1994,NA,NA,NA,0,0,NA
100010159821,829,1986,2000,NA,NA,0,0,0,0
100005454450,829,1977,1980,0,0,NA,NA,NA,NA
100000016007,829,1977,1977,1,NA,NA,NA,NA,NA
100003164981,829,1989,1992,NA,NA,NA,0,NA,NA
100014553582,829,1999,2000,NA,NA,NA,NA,NA,0
100002119418,829,1996,1997,NA,NA,NA,NA,0,NA
100011533243,829,1977,2000,1,1,1,1,1,1
100012442912,829,1977,2000,0,0,0,0,0,0
100002048703,829,1988,1989,NA,NA,NA,0,NA,NA
100004632054,829,1977,2000,0,0,0,0,0,0
100008237430,829,1983,1986,NA,NA,0,NA,NA,NA
100018837962,829,1997,2000,NA,NA,NA,NA,0,0
100007496601,829,1988,2000,NA,NA,NA,0,0,0
100001694166,829,1977,1991,0,0,0,0,NA,NA
100015965104,829,1998,2000,NA,NA,NA,NA,NA,0
100007636574,829,1977,2000,0,0,0,0,0,0
100008330039,829,1995,2000,NA,NA,NA,NA,0,0
100004184740,829,1987,2000,NA,NA,0,0,0,0
100021045105,829,1977,2000,0,0,0,0,0,0
100010204854,829,1992,2000,NA,NA,NA,0,0,0
100004849379,829,1981,1985,NA,0,0,NA,NA,NA
100015498579,829,1977,1979,0,0,NA,NA,NA,NA
100008786525,829,1977,2000,0,0,0,0,0,0
100010092366,829,1977,1996,0,0,0,0,0,NA
100006462456,829,1978,2000,NA,0,0,0,0,0
100004572898,829,2000,2000,NA,NA,NA,NA,NA,0
100019931995,829,1977,2000,1,1,1,0,0,0
100002078357,829,1988,1992,NA,NA,NA,0,NA,NA
100005970210,829,1980,1983,NA,0,0,NA,NA,NA
100018291832,829,2000,2000,NA,NA,NA,NA,NA,0
100001940644,829,1977,1983,0,0,0,NA,NA,NA
100008597757,829,1977,1996,0,0,0,0,0,NA
100006014991,829,1988,2000,NA,NA,NA,0,0,0
100017187024,829,1977,2000,1,0,0,0,0,0
100015279654,829,1990,2000,NA,NA,NA,0,0,0
100006684462,829,1999,2000,NA,NA,NA,NA,NA,1
100006042292,829,1992,2000,NA,NA,NA,1,1,1
100013120343,829,1994,2000,NA,NA,NA,NA,0,0
100000342836,829,2000,2000,NA,NA,NA,NA,NA,0
100016033574,829,1977,2000,1,1,1,1,1,1
100012680448,829,1977,2000,0,0,0,0,0,0
100014695932,829,1984,2000,NA,NA,1,1,1,1
100015133315,829,1977,1982,0,0,NA,NA,NA,NA
100013334095,829,1977,2000,0,0,0,0,0,0
100003444847,829,1981,1983,NA,0,0,NA,NA,NA
100009335541,829,1977,2000,1,0,0,0,0,0
100019233718,829,1977,2000,0,0,0,0,0,0
100001220790,829,1998,2000,NA,NA,NA,NA,NA,0
100011534764,829,1985,2000,NA,NA,1,1,1,1
100012028403,829,1977,1982,1,1,NA,NA,NA,NA
100009336630,829,1999,2000,NA,NA,NA,NA,NA,0
100015096205,829,1999,2000,NA,NA,NA,NA,NA,0
100019172238,829,1977,2000,1,1,1,1,1,1
100019029723,829,1997,2000,NA,NA,NA,NA,0,0
100010516548,829,1977,2000,0,0,0,0,0,0
100004754055,829,1984,2000,NA,NA,1,1,1,1
100003673194,829,1978,1987,NA,0,0,NA,NA,NA
100001671776,829,1997,2000,NA,NA,NA,NA,0,0
100013961054,829,1981,1991,NA,0,0,0,NA,NA
100018441976,829,1977,2000,1,1,1,1,1,0
100019630438,829,1977,2000,0,0,0,0,0,0
100003390621,829,1992,2000,NA,NA,NA,0,0,0
100018914215,829,1986,1992,NA,NA,0,0,NA,NA
100002185311,829,1977,2000,0,0,0,0,0,0
100012909673,829,1977,1996,0,0,0,0,0,NA
100020390628,829,1977,2000,1,1,1,1,1,1
100009962940,829,1977,2000,0,0,0,0,0,0
100020546886,829,1979,2000,NA,1,1,1,1,1
100001516465,829,1994,1997,NA,NA,NA,NA,0,NA
100018888377,829,1987,2000,NA,NA,0,0,0,0
100010137398,829,1999,2000,NA,NA,NA,NA,NA,0
100016977580,829,1977,1979,0,0,NA,NA,NA,NA
100005831200,829,1990,1997,NA,NA,NA,0,0,NA
100015922794,829,1977,1980,0,0,NA,NA,NA,NA
100013099744,829,1988,1989,NA,NA,NA,0,NA,NA
100008004564,829,1985,1991,NA,NA,0,0,NA,NA
100015211547,829,1977,1992,0,0,0,0,NA,NA
100001967212,829,1977,2000,0,0,0,0,0,0
100007250024,829,1977,2000,0,0,0,0,0,0
100016797597,829,1989,1999,NA,NA,NA,0,0,0
100011037576,829,1994,2000,NA,NA,NA,NA,0,0
100016383958,829,1977,2000,1,1,1,1,1,1
100017879947,829,1977,1985,1,1,1,NA,NA,NA
100001927389,829,1982,2000,NA,0,0,0,0,0
100002969893,829,1977,1993,0,0,0,0,0,NA
100006680054,829,1977,1981,0,0,NA,NA,NA,NA
100016202714,829,1996,2000,NA,NA,NA,NA,0,0
100020976598,829,1977,1982,1,1,NA,NA,NA,NA
100012653221,829,1977,1992,0,0,0,0,NA,NA
100017247452,829,1995,1998,NA,NA,NA,NA,0,0
100011351022,829,1977,2000,0,0,0,0,0,0
100019375000,829,1985,2000,NA,NA,0,0,0,0
100002020903,829,1993,2000,NA,NA,NA,NA,0,0
100004569031,829,1995,2000,NA,NA,NA,NA,0,0
100000894958,829,1988,1994,NA,NA,NA,0,0,NA
100009801815,829,1991,2000,NA,NA,NA,0,0,0
100007291537,829,1977,2000,0,0,0,0,0,0
100015484867,829,1987,1990,NA,NA,0,0,NA,NA
100004071627,829,1981,1983,NA,0,0,NA,NA,NA
100002202613,829,2000,2000,NA,NA,NA,NA,NA,0
100013903109,829,1979,2000,NA,0,0,0,0,0
100004831939,829,1992,1996,NA,NA,NA,0,0,NA
100016990946,829,1977,2000,1,1,1,1,0,0
100000979184,829,1994,2000,NA,NA,NA,NA,0,0
100006172836,829,1998,2000,NA,NA,NA,NA,NA,0
100003562778,829,1995,2000,NA,NA,NA,NA,0,0
100017731556,829,1980,1991,NA,1,1,1,NA,NA
100001699454,829,1997,2000,NA,NA,NA,NA,0,0
100009410971,829,1998,2000,NA,NA,NA,NA,NA,0
100011950004,829,1999,2000,NA,NA,NA,NA,NA,0
100012890206,829,1998,2000,NA,NA,NA,NA,NA,0
100020198392,829,1993,2000,NA,NA,NA,NA,0,0
100009429455,829,1992,2000,NA,NA,NA,0,0,0
100018447345,829,1977,2000,0,0,0,0,0,0
100012785503,829,1997,2000,NA,NA,NA,NA,0,0
100007439301,829,1977,2000,0,0,0,0,0,0
100016502098,829,1999,2000,NA,NA,NA,NA,NA,0
100008083305,829,1999,2000,NA,NA,NA,NA,NA,0
100013397301,829,1977,2000,0,0,0,0,0,0
100013669832,829,1977,1977,1,NA,NA,NA,NA,NA
100004831247,829,1982,2000,NA,1,1,1,1,1
100016436770,829,1977,2000,0,0,0,0,0,0
100006866021,829,1986,2000,NA,NA,0,0,0,0
100016885397,829,1991,1999,NA,NA,NA,0,0,0
100011776760,829,1995,1999,NA,NA,NA,NA,0,1
100018790336,829,1985,1986,NA,NA,0,NA,NA,NA
100008401597,829,1978,2000,NA,1,1,1,1,1
100014122648,829,1977,1982,0,0,NA,NA,NA,NA
100020615922,829,1996,2000,NA,NA,NA,NA,0,0
100000528743,829,1977,2000,0,0,0,0,0,0
100015455713,829,1977,2000,0,0,0,0,0,0
100009785626,829,1995,2000,NA,NA,NA,NA,0,0
100003656214,829,1981,1984,NA,0,0,NA,NA,NA
100013250467,829,1978,2000,NA,0,0,0,0,0
100019165739,829,1977,2000,1,1,1,1,1,0
100008357861,829,2000,2000,NA,NA,NA,NA,NA,0
100020674113,829,1977,2000,1,1,1,1,1,1
100002769042,829,1995,2000,NA,NA,NA,NA,0,0
100011939330,829,1977,2000,0,0,0,0,0,0
100011010813,829,1988,1995,NA,NA,NA,0,0,NA
100013001800,829,1988,2000,NA,NA,NA,0,0,0
100006000699,829,1977,2000,0,0,0,0,0,0
100001493129,829,1977,2000,0,0,0,0,0,0
100020838808,829,1977,1988,0,0,0,0,NA,NA
100010738294,829,1981,1986,NA,1,1,NA,NA,NA
100009802116,829,1981,1983,NA,0,0,NA,NA,NA
100019163541,829,1977,2000,0,0,0,0,0,0
100012431733,829,1977,1984,0,0,0,NA,NA,NA
100002873940,829,1978,1980,NA,0,NA,NA,NA,NA
100012927334,829,1990,1996,NA,NA,NA,0,0,NA
100018899472,829,1997,2000,NA,NA,NA,NA,0,0
100009091754,829,1993,1997,NA,NA,NA,NA,0,NA
100001984097,829,1998,2000,NA,NA,NA,NA,NA,0
100019249871,829,1977,2000,0,0,0,0,0,0
100005705823,829,1977,2000,0,0,0,0,0,0
100019709121,829,1999,2000,NA,NA,NA,NA,NA,1
100021006464,829,1987,1988,NA,NA,0,0,NA,NA
100011121656,829,1977,1998,0,0,0,0,0,0
100013438957,829,1995,2000,NA,NA,NA,NA,0,0
100007253514,829,1995,2000,NA,NA,NA,NA,0,0
100019871572,829,1996,2000,NA,NA,NA,NA,0,0
100019116227,829,1997,2000,NA,NA,NA,NA,0,0
100004776740,829,1997,2000,NA,NA,NA,NA,0,0
100012357142,829,1991,2000,NA,NA,NA,0,0,0
100001220189,829,1977,2000,0,0,0,0,0,0
100010941479,829,1990,2000,NA,NA,NA,0,0,0
100004644319,829,1978,1985,NA,0,0,NA,NA,NA
100011285126,829,1977,1987,0,0,0,NA,NA,NA
100010060029,829,1999,2000,NA,NA,NA,NA,NA,0
100006020495,829,1991,1992,NA,NA,NA,0,NA,NA
100011747851,829,2000,2000,NA,NA,NA,NA,NA,0
100000989386,829,1997,2000,NA,NA,NA,NA,0,0
100020934615,829,1977,1977,1,NA,NA,NA,NA,NA
100007403763,829,1984,2000,NA,NA,0,0,0,0
100000898895,829,1989,2000,NA,NA,NA,0,0,0
100011368553,829,1977,1998,0,0,0,0,0,0
100014118953,829,2000,2000,NA,NA,NA,NA,NA,0
100011135208,829,1995,1997,NA,NA,NA,NA,0,NA
100007858325,829,1977,1996,0,0,0,0,0,NA
100007186228,829,1992,1994,NA,NA,NA,0,0,NA
100021075610,829,1998,2000,NA,NA,NA,NA,NA,0
100013458176,829,1977,2000,1,1,1,1,1,0
100006141296,829,1977,2000,0,0,0,0,0,0
100007392440,829,1977,1999,0,0,0,0,0,0
100019430274,829,1981,1988,NA,0,0,0,NA,NA
100013826964,829,1977,1981,0,0,NA,NA,NA,NA
100003373649,829,1977,2000,0,0,0,0,0,0
100010327272,829,1998,2000,NA,NA,NA,NA,NA,0
100013001822,829,1998,2000,NA,NA,NA,NA,NA,0
100015179096,829,1995,2000,NA,NA,NA,NA,0,0
100008167426,829,1990,1993,NA,NA,NA,0,0,NA
100013935914,829,1985,2000,NA,NA,0,0,1,1
100011049368,829,1989,1993,NA,NA,NA,0,0,NA
100004791878,829,1977,2000,1,0,0,0,0,0
100005439305,829,1993,1994,NA,NA,NA,NA,0,NA
100004751834,829,1980,1981,NA,0,NA,NA,NA,NA
100005127708,829,1999,2000,NA,NA,NA,NA,NA,0
100010608667,829,1991,2000,NA,NA,NA,0,0,0
100000976000,829,1977,1984,0,0,0,NA,NA,NA
100020605874,829,1988,1998,NA,NA,NA,0,0,0
100006152292,829,2000,2000,NA,NA,NA,NA,NA,1
100002120772,829,1977,1999,0,0,1,1,1,1
100009291484,829,1981,1983,NA,0,0,NA,NA,NA
100002943191,829,1977,1978,0,0,NA,NA,NA,NA
100006498407,829,1997,1998,NA,NA,NA,NA,0,0
100005187927,829,1977,1980,0,0,NA,NA,NA,NA
100020253938,829,1994,2000,NA,NA,NA,NA,0,0
100004709671,829,1993,2000,NA,NA,NA,NA,0,0
100017272269,829,1977,1977,1,NA,NA,NA,NA,NA
100004414499,829,1997,2000,NA,NA,NA,NA,0,0
100009050276,829,1996,1997,NA,NA,NA,NA,0,NA
100007858293,829,1983,1990,NA,NA,0,0,NA,NA
100013094799,829,1994,2000,NA,NA,NA,NA,0,0
100018486640,829,1998,2000,NA,NA,NA,NA,NA,0
100020315777,829,1986,2000,NA,NA,0,0,0,0
100013806282,829,2000,2000,NA,NA,NA,NA,NA,0
100003429478,829,1992,2000,NA,NA,NA,0,0,0
100015143959,829,1995,2000,NA,NA,NA,NA,1,1
100000964801,829,1996,2000,NA,NA,NA,NA,0,0
100013533325,829,1977,2000,1,1,1,0,0,0
100015265037,829,1977,2000,1,1,1,1,1,1
100020582923,829,1995,2000,NA,NA,NA,NA,0,0
100016407603,829,1977,1987,0,0,0,NA,NA,NA
100001305059,829,1977,2000,1,1,1,1,1,1
100009762125,829,1996,1998,NA,NA,NA,NA,0,0
100012178291,829,1994,2000,NA,NA,NA,NA,0,0
100019643915,829,1998,2000,NA,NA,NA,NA,NA,0
100005387214,829,1977,1980,0,0,NA,NA,NA,NA
100004828174,829,1977,2000,1,1,1,1,1,1
100019235157,829,1985,1987,NA,NA,0,NA,NA,NA
100005907161,829,1977,1981,1,1,NA,NA,NA,NA
100012310889,829,1995,2000,NA,NA,NA,NA,0,0
100020884386,829,1977,2000,0,0,0,0,0,0
100003691164,829,1977,2000,0,0,0,0,0,0
100007441224,829,1977,1977,1,NA,NA,NA,NA,NA
100012471967,829,1977,2000,1,1,1,1,1,1
100009485595,829,1989,1998,NA,NA,NA,1,0,0
100013544482,829,1999,2000,NA,NA,NA,NA,NA,1
100003522889,829,1978,2000,NA,0,0,0,0,0
100005378127,829,1987,1997,NA,NA,0,0,0,NA
100007273008,829,1982,1987,NA,0,0,NA,NA,NA
100012404311,829,1988,2000,NA,NA,NA,0,0,0
100004669200,829,1979,1980,NA,0,NA,NA,NA,NA
100013401812,829,1994,2000,NA,NA,NA,NA,0,0
100016035269,829,1980,1995,NA,1,1,1,1,NA
100004069517,829,1987,2000,NA,NA,0,0,0,0
100000620627,829,1977,1998,0,0,0,0,0,0
100019344462,829,1977,2000,1,1,1,1,1,1
100008579349,829,1977,2000,1,1,1,1,1,1
100015192686,829,1977,1978,0,0,NA,NA,NA,NA
100001243026,829,1977,2000,1,1,1,1,1,1
100016819105,829,1983,1987,NA,NA,0,NA,NA,NA
100009210420,829,2000,2000,NA,NA,NA,NA,NA,0
100010696273,829,1988,2000,NA,NA,NA,0,0,0
100001679771,829,1977,1984,0,0,0,NA,NA,NA
100008252761,829,1998,2000,NA,NA,NA,NA,NA,0
100007634654,829,1977,2000,0,0,0,0,0,0
100014133913,829,1985,1994,NA,NA,0,0,0,NA
100020777901,829,1989,2000,NA,NA,NA,0,0,0
100016188180,829,1994,1998,NA,NA,NA,NA,0,0
100005543052,829,1977,2000,0,0,0,0,0,0
100008847393,829,1993,2000,NA,NA,NA,NA,0,0
100007530404,829,1983,1989,NA,NA,0,0,NA,NA
100006885231,829,1977,1991,1,1,1,1,NA,NA
100014520298,829,1980,1990,NA,0,0,0,NA,NA
100001627503,829,1977,1985,0,0,0,NA,NA,NA
100015705324,829,1998,2000,NA,NA,NA,NA,NA,0
100007660914,829,1986,1996,NA,NA,0,0,0,NA
100017947711,829,1997,2000,NA,NA,NA,NA,0,0
100018653547,829,1983,1987,NA,NA,0,NA,NA,NA
100017646243,829,1985,1986,NA,NA,0,NA,NA,NA
100001726874,829,1994,1997,NA,NA,NA,NA,0,NA
100017562090,829,2000,2000,NA,NA,NA,NA,NA,0
100005904350,829,1977,2000,1,1,0,0,0,0
100001384085,829,1977,1978,0,0,NA,NA,NA,NA
100019643598,829,1996,2000,NA,NA,NA,NA,0,0
100004277784,829,1980,1982,NA,0,NA,NA,NA,NA
100003215227,829,1992,1994,NA,NA,NA,1,1,NA
100018798451,829,1983,1989,NA,NA,0,0,NA,NA
100013328910,829,1986,2000,NA,NA,0,0,0,0
100005438415,829,1993,1996,NA,NA,NA,NA,0,NA
100000834345,829,1979,2000,NA,0,0,0,0,0
100015293952,829,1978,1986,NA,0,0,NA,NA,NA
100002411188,829,1996,2000,NA,NA,NA,NA,0,0
100007459650,829,1980,1992,NA,0,0,0,NA,NA
100003871256,829,1980,1985,NA,0,0,NA,NA,NA
100002006696,829,1979,1980,NA,0,NA,NA,NA,NA
100007783904,829,1992,1993,NA,NA,NA,0,0,NA
100001060606,829,1989,2000,NA,NA,NA,0,0,0
100015822349,829,1989,1993,NA,NA,NA,0,0,NA
100003378360,829,1987,2000,NA,NA,0,0,0,0
100000694040,829,1977,2000,0,0,0,0,0,0
100012285981,829,1977,1979,0,0,NA,NA,NA,NA
100008492664,829,1999,2000,NA,NA,NA,NA,NA,0
100017354855,829,1996,1997,NA,NA,NA,NA,0,NA
100001164586,829,1977,1982,0,0,NA,NA,NA,NA
100003363337,829,1982,1983,NA,1,1,NA,NA,NA
100013472154,829,1977,1979,0,0,NA,NA,NA,NA
100005256233,829,1977,2000,0,0,0,0,0,0
100012597220,829,1985,2000,NA,NA,0,0,0,0
100007810494,829,1984,2000,NA,NA,0,0,0,0
100008126576,829,1985,1989,NA,NA,0,0,NA,NA
100019775446,829,1977,2000,0,0,0,0,0,0
100003429158,829,1977,1979,0,0,NA,NA,NA,NA
100018002858,829,1992,2000,NA,NA,NA,0,0,1
100000933584,829,1987,1991,NA,NA,0,0,NA,NA
100015127884,829,1977,2000,0,0,0,0,0,0
100002553076,829,1977,1987,1,1,1,NA,NA,NA
100019854829,829,1977,2000,1,1,1,1,1,1
100018651453,829,1980,2000,NA,0,0,0,0,0
100013745092,829,1981,2000,NA,0,0,0,0,0
100009188284,829,1977,2000,0,0,0,0,0,0
100015146533,829,1983,2000,NA,NA,1,1,1,1
100010658170,829,1977,2000,0,0,0,0,0,0
100013278585,829,1990,1996,NA,NA,NA,0,0,NA
100004121850,829,1977,1979,0,0,NA,NA,NA,NA
100018118151,829,1999,2000,NA,NA,NA,NA,NA,1
100017608674,829,1977,1996,0,0,0,0,0,NA
100014096764,829,1977,2000,0,0,0,0,0,0
100013595146,829,1995,1996,NA,NA,NA,NA,0,NA
100011258345,829,1986,1992,NA,NA,0,0,NA,NA
100012525073,829,1977,1980,0,0,NA,NA,NA,NA
100001236363,829,1993,2000,NA,NA,NA,NA,0,0
100012030198,829,1977,1981,1,1,NA,NA,NA,NA
100007974953,829,1979,1980,NA,0,NA,NA,NA,NA
100020353728,829,1999,2000,NA,NA,NA,NA,NA,0
100015624268,829,2000,2000,NA,NA,NA,NA,NA,1
100015613230,829,1989,2000,NA,NA,NA,1,1,0
100005770589,829,1985,1998,NA,NA,0,0,0,0
100011104565,829,1990,1991,NA,NA,NA,0,NA,NA
100010544341,829,1977,1985,0,0,0,NA,NA,NA
100007332121,829,1979,1980,NA,0,NA,NA,NA,NA
100015212824,829,1999,2000,NA,NA,NA,NA,NA,0
100006373771,829,1993,2000,NA,NA,NA,NA,0,0
100005840082,829,1977,1977,1,NA,NA,NA,NA,NA
100008852027,829,1982,1984,NA,0,0,NA,NA,NA
100003885458,829,1977,2000,0,0,0,0,0,0
100008874250,829,1991,1993,NA,NA,NA,0,0,NA
100001319196,829,1996,2000,NA,NA,NA,NA,0,0
100011075967,829,1977,1996,1,1,1,1,1,NA
100009651804,829,1991,1997,NA,NA,NA,0,0,NA
100004060473,829,1977,1998,0,0,0,0,0,0
100015975310,829,1998,2000,NA,NA,NA,NA,NA,1
100017931343,829,1997,2000,NA,NA,NA,NA,0,0
100005679094,829,1977,2000,0,0,0,0,0,0
100005842206,829,1988,2000,NA,NA,NA,1,1,1
100004387222,829,1987,1992,NA,NA,0,0,NA,NA
100021073703,829,1994,1997,NA,NA,NA,NA,0,NA
100006853660,829,1977,1990,0,0,0,0,NA,NA
100009440496,829,1987,2000,NA,NA,0,0,0,0
100017506213,829,1977,1977,1,NA,NA,NA,NA,NA
100017874550,829,1984,1987,NA,NA,0,NA,NA,NA
100013056183,829,1977,2000,0,0,0,0,0,0
100019532682,829,1977,1989,1,1,1,1,NA,NA
100003780962,829,2000,2000,NA,NA,NA,NA,NA,0
100001931672,829,1977,2000,0,0,0,0,0,0
100011052469,829,1993,2000,NA,NA,NA,NA,0,0
100009332118,829,1998,2000,NA,NA,NA,NA,NA,0
100002951597,829,1977,2000,0,0,0,0,0,0
100010604439,829,1994,1997,NA,NA,NA,NA,0,NA
100002604203,829,2000,2000,NA,NA,NA,NA,NA,0
100020811341,829,1999,2000,NA,NA,NA,NA,NA,0
100008961248,829,1998,2000,NA,NA,NA,NA,NA,0
100014288394,829,1996,2000,NA,NA,NA,NA,0,0
100020179763,829,2000,2000,NA,NA,NA,NA,NA,0
100010811871,829,1994,1997,NA,NA,NA,NA,0,NA
100020961765,829,1977,1979,0,0,NA,NA,NA,NA
100005189364,829,1999,2000,NA,NA,NA,NA,NA,0
100006184656,829,1979,1997,NA,0,0,0,0,NA
100003108435,829,1977,2000,0,0,0,0,0,0
100016366179,829,1986,1991,NA,NA,0,0,NA,NA
100003567501,829,1977,1977,1,NA,NA,NA,NA,NA
100008249694,829,1991,2000,NA,NA,NA,0,0,0
100006567825,829,1977,2000,1,1,1,1,1,0
100020913175,829,1995,2000,NA,NA,NA,NA,0,0
100011473866,829,1977,2000,1,1,1,1,1,1
100012479518,829,1999,2000,NA,NA,NA,NA,NA,0
100001627483,829,1980,1987,NA,0,0,NA,NA,NA
100004419799,829,1977,2000,0,0,0,0,0,0
100003194321,829,1994,1996,NA,NA,NA,NA,0,NA
100007795045,829,1977,2000,1,1,1,1,1,0
100009947393,829,1990,2000,NA,NA,NA,0,0,0
100013246746,829,1985,2000,NA,NA,1,1,1,1
100013680953,829,1977,1992,1,0,0,0,NA,NA
100009251891,829,1991,1993,NA,NA,NA,0,0,NA
100018975997,829,1977,1991,0,0,0,0,NA,NA
100002440594,829,1977,2000,1,1,1,1,1,1
100009087911,829,1996,2000,NA,NA,NA,NA,0,0
100020046951,829,1992,1993,NA,NA,NA,0,0,NA
100009630564,829,1981,2000,NA,0,0,0,1,1
100007914405,829,1977,2000,0,0,0,0,0,0
100008321504,829,1998,2000,NA,NA,NA,NA,NA,0
100003010471,829,1977,2000,0,0,0,0,0,0
100020708557,829,1985,1994,NA,NA,0,0,0,NA
100005193205,829,1986,2000,NA,NA,0,0,0,0
100003769528,829,1981,1986,NA,0,0,NA,NA,NA
100006532771,829,1986,1993,NA,NA,0,0,0,NA
100020546950,829,1998,2000,NA,NA,NA,NA,NA,0
100007428227,829,1986,2000,NA,NA,0,0,0,0
100015023199,829,1996,1997,NA,NA,NA,NA,0,NA
100001538492,829,1980,1990,NA,0,0,0,NA,NA
100005985986,829,1977,1993,0,1,1,1,1,NA
100013909700,829,1977,1993,0,0,0,0,0,NA
100009143877,829,1982,2000,NA,0,0,0,1,1
100020595206,829,1985,2000,NA,NA,0,0,0,0
100015111035,829,1980,1982,NA,0,NA,NA,NA,NA
